App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 04:04:44 PM","15 min 35 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
47811,1,47892,1677108,47912,5,47892,1400000,
47912,1,47992,1677108,48012,8,47993,1400000,
48012,1,48092,1677108,48112,9,48093,1400000,
48112,1,48193,1677232,48213,17,48193,1400000,
48213,1,48293,1677232,48297,11,48293,1400000,
48298,1,48408,1677232,48412,7,48408,1400000,
48413,1,48493,1677232,48513,7,48494,1400000,
48514,1,48593,1677240,48614,8,48594,1400000,
48614,1,48694,1677116,48723,15,48694,1400000,
48724,1,48794,1676868,48824,34,48795,1400000,
48824,1,48895,1677860,48923,37,48895,1400000,
48925,1,48995,1677860,49027,38,48996,1400000,
49027,1,49095,1677984,49129,33,49096,1400000,
49130,1,49199,1677984,49237,38,49200,1400000,
49237,1,49297,1678108,49302,46,49297,1400000,
49303,1,49414,1678108,49419,32,49414,1400000,
49420,1,49497,1677984,49521,18,49497,1400000,
49521,1,49598,1677992,49622,18,49598,1400000,
49623,1,49698,1677868,49720,13,49698,1400000,
49721,1,49798,1677868,49821,17,49798,1400000,
49821,1,49898,1677868,49921,14,49899,1400000,
49922,1,49999,1677868,50019,16,49999,1400000,
50019,1,50099,1677744,50121,17,50099,1400000,
50121,1,50199,1677868,50223,13,50200,1400000,
50224,1,50300,1677992,50304,11,50300,1400000,
50305,1,50415,1677992,50420,9,50416,1400000,
50420,1,50500,1677992,50520,7,50501,1400000,
50520,1,50600,1677992,50620,2,50601,1400000,
50620,1,50701,1678116,50725,12,50702,1400000,
50725,1,50802,1678116,50840,35,50803,1400000,
50840,1,50902,1678240,50933,48,50902,1400000,
50933,1,51002,1678736,51029,58,51003,1500000,
51030,1,51103,1680076,51133,50,51104,1600000,
51133,1,51203,1680224,51235,61,51204,1400000,
51236,1,51303,1680992,51310,39,51304,1600000,
51310,1,51425,1681116,51438,51,51427,1600000,
51438,1,51504,1681116,51536,52,51504,1400000,
51536,1,51605,1681116,51634,52,51606,1400000,
51634,1,51705,1681116,51734,56,51707,1600000,
51734,1,51806,1681116,51836,60,51806,1600000,
51836,1,51906,1681116,51930,50,51907,1400000,
51930,1,52007,1681116,52032,19,52008,1400000,
52032,1,52108,1681116,52131,20,52108,1400000,
52131,1,52208,1681116,52232,15,52208,1400000,
52232,1,52308,1681116,52313,18,52309,1400000,
52313,1,52423,1681216,52428,8,52424,1400000,
52429,1,52509,1681216,52529,5,52509,1400000,
52529,1,52609,1681224,52628,7,52609,1400000,
52629,1,52710,1681224,52732,10,52711,1400000,
52733,1,52810,1681224,52831,4,52810,1400000,
52832,1,52910,1681224,52930,6,52910,1400000,
52930,1,53011,1681224,53031,9,53012,1400000,
